index,Stock,Category,Size,Color
692,6.0,KURTA SET,XXXL,Light Green
693,28.0,LEHENGA CHOLI,L,Mustard
694,4.0,LEHENGA CHOLI,M,Mustard
695,70.0,LEHENGA CHOLI,S,Mustard
696,27.0,LEHENGA CHOLI,XL,Mustard
697,17.0,LEHENGA CHOLI,XS,Mustard
698,29.0,LEHENGA CHOLI,XXL,Mustard
699,72.0,LEHENGA CHOLI,XXXL,Mustard
700,0.0,DRESS,L,Light Pink
701,1.0,DRESS,M,Light Pink
702,3.0,DRESS,S,Light Pink
703,2.0,DRESS,XL,Light Pink
704,4.0,DRESS,XS,Light Pink
705,0.0,DRESS,XXL,Light Pink
706,0.0,DRESS,XXXL,Light Pink
707,2.0,DRESS,L,Mustard
708,2.0,DRESS,M,Mustard
709,2.0,DRESS,S,Mustard
710,1.0,DRESS,XL,Mustard
711,2.0,DRESS,XS,Mustard
712,2.0,DRESS,XXL,Mustard
713,1.0,DRESS,XXXL,Mustard
714,0.0,SET,L,Red
715,0.0,SET,M,Red
716,4.0,SET,S,Red
717,9.0,SET,XS,Red
718,1.0,SET,XXL,Red
719,1.0,SET,XXXL,Red
720,2.0,SET,L,Yellow
721,3.0,SET,M,Yellow
722,4.0,SET,S,Yellow
723,3.0,SET,XL,Yellow
724,11.0,SET,XS,Yellow
725,3.0,SET,XXL,Yellow
726,3.0,SET,XXXL,Yellow
727,0.0,TOP,L,Red
728,1.0,TOP,M,Red
729,1.0,TOP,S,Red
730,0.0,TOP,XL,Red
731,3.0,TOP,XS,Red
732,1.0,TOP,XXL,Red
733,1.0,TOP,XXXL,Red
734,2.0,KURTA,L,Lemon Yellow
735,1.0,KURTA,S,Lemon Yellow
736,2.0,KURTA,XS,Lemon Yellow
737,2.0,KURTA,XXXL,Lemon Yellow
738,4.0,TOP,L,Turquoise Blue
739,2.0,TOP,M,Turquoise Blue
740,6.0,TOP,S,Turquoise Blue
741,3.0,TOP,XL,Turquoise Blue
742,4.0,TOP,XS,Turquoise Blue
743,6.0,TOP,XXL,Turquoise Blue
744,1.0,TOP,XXXL,Turquoise Blue
745,135.0,KURTA,L,Sea Green
746,94.0,KURTA,M,Sea Green
747,176.0,KURTA,S,Sea Green
748,83.0,KURTA,XL,Sea Green
749,151.0,KURTA,XS,Sea Green
750,92.0,KURTA,XXL,Sea Green
751,63.0,KURTA,XXXL,Sea Green
752,1.0,DRESS,L,Sea Green
753,0.0,DRESS,M,Sea Green
754,4.0,DRESS,S,Sea Green
755,0.0,DRESS,XL,Sea Green
756,7.0,DRESS,XS,Sea Green
757,3.0,DRESS,XXL,Sea Green
758,4.0,DRESS,XXXL,Sea Green
759,1.0,KURTA,L,Turquoise Green
760,1.0,KURTA,M,Turquoise Green
761,0.0,KURTA,S,Turquoise Green
762,0.0,KURTA,XL,Turquoise Green
763,3.0,KURTA,XS,Turquoise Green
764,1.0,KURTA,XXL,Turquoise Green
765,0.0,KURTA,XXXL,Turquoise Green
766,0.0,SET,L,Turquoise Green
767,0.0,SET,M,Turquoise Green
768,0.0,SET,S,Turquoise Green
769,1.0,SET,XL,Turquoise Green
770,0.0,SET,XS,Turquoise Green
771,0.0,SET,XXL,Turquoise Green
772,0.0,SET,XXXL,Turquoise Green
773,2.0,KURTA,L,Red
774,0.0,KURTA,M,Red
775,1.0,KURTA,S,Red
776,1.0,KURTA,XL,Red
777,4.0,KURTA,XS,Red
778,1.0,KURTA,XXL,Red
779,1.0,KURTA,XXXL,Red
780,1.0,KURTA,S,Pink
781,0.0,KURTA,XS,Pink
782,0.0,KURTA,XXL,Pink
783,1.0,KURTA,XXXL,Pink
784,1.0,TOP,L,Dark Green
785,1.0,TOP,M,Dark Green
786,0.0,TOP,S,Dark Green
787,0.0,TOP,XS,Dark Green
788,0.0,TOP,XXL,Dark Green
789,1.0,TOP,XXXL,Dark Green
790,0.0,TOP,XS,Turquoise Green
791,0.0,KURTA,L,LEMON 
792,4.0,KURTA,M,LEMON 
793,9.0,KURTA,S,LEMON 
794,3.0,KURTA,XL,LEMON 
795,9.0,KURTA,XS,LEMON 
796,3.0,KURTA,XXL,LEMON 
797,4.0,KURTA,XXXL,LEMON 
798,2.0,KURTA SET,L,LEMON
799,47.0,KURTA SET,M,LEMON
800,34.0,KURTA SET,S,LEMON
801,3.0,KURTA SET,XL,LEMON
802,56.0,KURTA SET,XS,LEMON
803,4.0,KURTA SET,XXL,LEMON
804,4.0,KURTA SET,XXXL,LEMON
805,2.0,KURTA,M,Lemon Yellow
806,5.0,KURTA,S,Lemon Yellow
807,2.0,KURTA,XL,Lemon Yellow
808,6.0,KURTA,XS,Lemon Yellow
809,2.0,KURTA,XXXL,Lemon Yellow
810,0.0,TOP,L,Grey
811,1.0,TOP,M,Grey
812,2.0,TOP,S,Grey
813,1.0,TOP,XL,Grey
814,3.0,TOP,XS,Grey
815,1.0,TOP,XXL,Grey
816,0.0,TOP,XXXL,Grey
817,5.0,KURTA,L,Sky Blue
818,5.0,KURTA,M,Sky Blue
819,9.0,KURTA,S,Sky Blue
820,2.0,KURTA,XL,Sky Blue
821,27.0,KURTA,XS,Sky Blue
822,7.0,KURTA,XXL,Sky Blue
823,5.0,KURTA,XXXL,Sky Blue
824,1.0,DRESS,L,Peach
825,1.0,DRESS,M,Peach
826,2.0,DRESS,S,Peach
827,1.0,DRESS,XL,Peach
828,7.0,DRESS,XS,Peach
829,1.0,DRESS,XXL,Peach
830,2.0,DRESS,XXXL,Peach
831,2.0,SET,L,Yellow
832,1.0,SET,M,Yellow
833,0.0,SET,S,Yellow
834,3.0,SET,XL,Yellow
835,4.0,SET,XS,Yellow
836,0.0,SET,XXL,Yellow
837,0.0,SET,XXXL,Yellow
838,1.0,SET,L,Light Green
839,1.0,SET,M,Light Green
840,0.0,SET,S,Light Green
841,2.0,SET,XL,Light Green
842,4.0,SET,XS,Light Green
843,0.0,SET,XXL,Light Green
844,3.0,SET,XXXL,Light Green
845,5.0,KURTA SET,L,Light Green
846,2.0,KURTA SET,M,Light Green
847,3.0,KURTA SET,S,Light Green
848,7.0,KURTA SET,XL,Light Green
849,3.0,KURTA SET,XS,Light Green
850,3.0,KURTA SET,XXL,Light Green
851,3.0,KURTA SET,XXXL,Light Green
852,2.0,DRESS,L,Turquoise Blue
853,0.0,DRESS,M,Turquoise Blue
854,2.0,DRESS,S,Turquoise Blue
855,1.0,DRESS,XL,Turquoise Blue
856,4.0,DRESS,XS,Turquoise Blue
857,1.0,DRESS,XXL,Turquoise Blue
858,2.0,DRESS,XXXL,Turquoise Blue
859,1.0,KURTA SET,L,Peach
860,0.0,KURTA SET,M,Peach
861,2.0,KURTA SET,S,Peach
862,2.0,KURTA SET,XL,Peach
863,4.0,KURTA SET,XS,Peach
864,0.0,KURTA SET,XXL,Peach
865,0.0,KURTA SET,XXXL,Peach
866,1.0,TOP,L,Sky Blue
867,0.0,TOP,M,Sky Blue
868,3.0,TOP,S,Sky Blue
869,0.0,TOP,XL,Sky Blue
870,2.0,TOP,XS,Sky Blue
871,0.0,TOP,XXL,Sky Blue
872,0.0,TOP,XXXL,Sky Blue
873,2.0,TOP,L,Grey
874,1.0,TOP,M,Grey
875,1.0,TOP,S,Grey
876,0.0,TOP,XL,Grey
877,2.0,TOP,XS,Grey
878,1.0,TOP,XXL,Grey
879,1.0,TOP,XXXL,Grey
880,1.0,TOP,L,Pink
881,2.0,TOP,M,Pink
882,1.0,TOP,S,Pink
883,2.0,TOP,XL,Pink
884,4.0,TOP,XS,Pink
885,3.0,TOP,XXL,Pink
886,2.0,TOP,XXXL,Pink
887,2.0,TOP,L,LIME GREEN
888,3.0,TOP,M,LIME GREEN
889,6.0,TOP,S,LIME GREEN
890,1.0,TOP,XL,LIME GREEN
891,5.0,TOP,XS,LIME GREEN
892,3.0,TOP,XXL,LIME GREEN
893,1.0,TOP,XXXL,LIME GREEN
894,2.0,TOP,L,Beige
895,4.0,TOP,M,Beige
896,4.0,TOP,S,Beige
897,4.0,TOP,XL,Beige
898,8.0,TOP,XS,Beige
899,2.0,TOP,XXL,Beige
900,2.0,TOP,XXXL,Beige
905,2.0,DRESS,L,Green
906,2.0,DRESS,M,Green
907,4.0,DRESS,S,Green
908,2.0,DRESS,XL,Green
909,18.0,DRESS,XS,Green
910,2.0,DRESS,XXL,Green
911,2.0,DRESS,XXXL,Green
912,2.0,DRESS,L,Blue
913,2.0,DRESS,M,Blue
914,3.0,DRESS,S,Blue
915,1.0,DRESS,XL,Blue
916,0.0,DRESS,XS,Blue
917,1.0,DRESS,XXL,Blue
918,0.0,SET,M,Mustard
919,1.0,SET,S,Mustard
920,2.0,SET,XL,Mustard
921,2.0,SET,XS,Mustard
922,1.0,SET,XXL,Mustard
923,4.0,SET,XXXL,Mustard
924,2.0,DRESS,L,Multicolor
925,4.0,DRESS,M,Multicolor
926,1.0,DRESS,S,Multicolor
927,2.0,DRESS,XL,Multicolor
928,6.0,DRESS,XS,Multicolor
929,4.0,DRESS,XXL,Multicolor
930,3.0,DRESS,XXXL,Multicolor
931,1.0,KURTA,L,Light Green
932,1.0,KURTA,M,Light Green
933,0.0,KURTA,S,Light Green
934,0.0,KURTA,XL,Light Green
935,2.0,KURTA,XS,Light Green
936,1.0,KURTA,XXL,Light Green
937,0.0,KURTA,XXXL,Light Green
941,1.0,KURTA,S,Mustard
942,1.0,KURTA,XL,Mustard
943,0.0,KURTA,XS,Mustard
944,1.0,KURTA,XXL,Mustard
945,2.0,KURTA,XXXL,Mustard
946,3.0,KURTA,L,Light Blue
947,1.0,KURTA,M,Light Blue
948,2.0,KURTA,S,Light Blue
949,0.0,KURTA,XL,Light Blue
950,3.0,KURTA,XS,Light Blue
951,2.0,KURTA,XXL,Light Blue
952,4.0,KURTA,XXXL,Light Blue
953,1.0,TOP,L,Dark Blue
954,0.0,TOP,M,Dark Blue
955,0.0,TOP,S,Dark Blue
956,0.0,TOP,XL,Dark Blue
957,0.0,TOP,XXL,Dark Blue
958,1.0,TOP,XXXL,Dark Blue
959,1.0,KURTA,L,Pink
960,1.0,KURTA,M,Pink
961,1.0,KURTA,S,Pink
962,1.0,KURTA,XL,Pink
963,0.0,KURTA,XS,Pink
964,0.0,KURTA,XXL,Pink
965,1.0,KURTA,XXXL,Pink
966,1.0,SET,L,Light Green
967,3.0,SET,M,Light Green
968,1.0,SET,S,Light Green
969,0.0,SET,XL,Light Green
970,1.0,SET,XS,Light Green
971,3.0,KURTA SET,L,Blue
972,2.0,KURTA SET,M,Blue
973,7.0,KURTA SET,S,Blue
974,2.0,KURTA SET,XL,Blue
975,8.0,KURTA SET,XS,Blue
976,2.0,KURTA SET,XXL,Blue
977,2.0,KURTA SET,XXXL,Blue
978,0.0,KURTA SET,L,Pink
979,3.0,KURTA SET,M,Pink
980,21.0,KURTA SET,S,Pink
981,5.0,KURTA SET,XL,Pink
982,17.0,KURTA SET,XS,Pink
983,30.0,KURTA SET,XXL,Pink
984,6.0,KURTA SET,XXXL,Pink
985,21.0,KURTA SET,L,Pink
986,36.0,KURTA SET,M,Pink
987,49.0,KURTA SET,S,Pink
988,45.0,KURTA SET,XL,Pink
989,51.0,KURTA SET,XS,Pink
990,53.0,KURTA SET,XXL,Pink
991,37.0,KURTA SET,XXXL,Pink
992,0.0,TOP,L,White
993,0.0,TOP,M,White
994,2.0,TOP,S,White
995,0.0,TOP,XL,White
996,2.0,TOP,XS,White
997,0.0,TOP,XXL,White
998,0.0,TOP,XXXL,White
999,10.0,DRESS,L,Black
1000,8.0,DRESS,M,Black
1001,14.0,DRESS,S,Black
1002,4.0,DRESS,XL,Black
1003,24.0,DRESS,XS,Black
1004,3.0,DRESS,XXL,Black
1005,4.0,DRESS,XXXL,Black
1006,3.0,CROP TOP,L,Black
1007,2.0,CROP TOP,M,Black
1008,8.0,CROP TOP,S,Black
1009,2.0,CROP TOP,XL,Black
1010,4.0,CROP TOP,XS,Black
1011,5.0,CROP TOP,XXL,Black
1012,2.0,CROP TOP,XXXL,Black
1013,18.0,KURTA,L,Mustard
1014,50.0,KURTA,M,Mustard
1015,59.0,KURTA,S,Mustard
1016,30.0,KURTA,XL,Mustard
1017,88.0,KURTA,XS,Mustard
1018,41.0,KURTA,XXL,Mustard
1019,61.0,KURTA,XXXL,Mustard
1020,1.0,TOP,L,Blue
1021,0.0,TOP,S,Blue
1022,0.0,TOP,XL,Blue
1023,2.0,TOP,XS,Blue
1024,0.0,TOP,XXL,Blue
1025,0.0,TOP,XXXL,Blue
1026,3.0,CROP TOP,L,Blue
1027,6.0,CROP TOP,M,Blue
1028,8.0,CROP TOP,S,Blue
1029,5.0,CROP TOP,XL,Blue
1030,5.0,CROP TOP,XS,Blue
1031,11.0,CROP TOP,XXL,Blue
1032,4.0,CROP TOP,XXXL,Blue
1033,0.0,DRESS,L,Light Green
1034,0.0,DRESS,M,Light Green
1035,0.0,DRESS,S,Light Green
1036,1.0,DRESS,XL,Light Green
1037,0.0,DRESS,XS,Light Green
1038,1.0,DRESS,XXL,Light Green
1039,1.0,DRESS,XXXL,Light Green
1040,21.0,CROP TOP,L,Light Green
1041,14.0,CROP TOP,M,Light Green
1042,28.0,CROP TOP,S,Light Green
1043,21.0,CROP TOP,XL,Light Green
1044,45.0,CROP TOP,XS,Light Green
1045,21.0,CROP TOP,XXL,Light Green
1046,29.0,CROP TOP,XXXL,Light Green
1047,8.0,CROP TOP,L,Pink
1048,3.0,CROP TOP,M,Pink
1049,6.0,CROP TOP,S,Pink
1050,5.0,CROP TOP,XL,Pink
1051,6.0,CROP TOP,XS,Pink
1052,5.0,CROP TOP,XXL,Pink
1053,2.0,CROP TOP,XXXL,Pink
1054,2.0,CROP TOP,L,Pink
1055,3.0,CROP TOP,M,Pink
1056,5.0,CROP TOP,S,Pink
1057,4.0,CROP TOP,XL,Pink
1058,5.0,CROP TOP,XS,Pink
1059,4.0,CROP TOP,XXL,Pink
1060,6.0,CROP TOP,XXXL,Pink
1061,7.0,TOP,L,Red
1062,1.0,TOP,M,Red
1063,4.0,TOP,S,Red
1064,11.0,TOP,XL,Red
1065,8.0,TOP,XS,Red
1066,24.0,TOP,XXL,Red
1067,15.0,TOP,XXXL,Red
1068,3.0,CROP TOP,L,Red
1069,2.0,CROP TOP,M,Red
1070,2.0,CROP TOP,S,Red
1071,17.0,CROP TOP,XL,Red
1072,3.0,CROP TOP,XS,Red
1073,43.0,CROP TOP,XXL,Red
1074,24.0,CROP TOP,XXXL,Red
1075,5.0,KURTA SET,L,Blue
1076,1.0,KURTA SET,M,Blue
1077,0.0,KURTA SET,S,Blue
1078,2.0,KURTA SET,XL,Blue
1079,1.0,KURTA SET,XS,Blue
1080,4.0,KURTA SET,XXL,Blue
1081,2.0,KURTA SET,XXXL,Blue
1082,0.0,DRESS,L,Blue
1083,0.0,DRESS,M,Blue
1084,0.0,DRESS,S,Blue
1085,1.0,DRESS,XL,Blue
1086,2.0,DRESS,XS,Blue
1087,0.0,DRESS,XXL,Blue
1088,1.0,DRESS,XXXL,Blue
1089,4.0,KURTA,L,Blue
1090,6.0,KURTA,M,Blue
1091,12.0,KURTA,S,Blue
1092,2.0,KURTA,XL,Blue
1093,11.0,KURTA,XS,Blue
1094,2.0,KURTA,XXL,Blue
1095,1.0,KURTA,XXXL,Blue
1096,1.0,KURTA SET,L,Blue
1097,9.0,KURTA SET,M,Blue
1098,20.0,KURTA SET,S,Blue
1099,2.0,KURTA SET,XL,Blue
1100,55.0,KURTA SET,XS,Blue
1101,0.0,KURTA SET,XXL,Blue
1102,1.0,KURTA SET,XXXL,Blue
1106,106.0,KURTA,L,Blue
1107,75.0,KURTA,M,Blue
1108,145.0,KURTA,S,Blue
1109,27.0,KURTA,XL,Blue
1110,47.0,KURTA,XS,Blue
1111,90.0,KURTA,XXL,Blue
1112,88.0,KURTA,XXXL,Blue
1113,7.0,KURTA,L,Indigo
1114,4.0,KURTA,M,Indigo
1115,10.0,KURTA,S,Indigo
1116,2.0,KURTA,XL,Indigo
1117,20.0,KURTA,XS,Indigo
1118,5.0,KURTA,XXL,Indigo
1119,4.0,KURTA,XXXL,Indigo
1120,1.0,TOP,L,Mustard
1121,4.0,TOP,M,Mustard
1122,1.0,TOP,S,Mustard
1123,1.0,TOP,XL,Mustard
1124,7.0,TOP,XS,Mustard
1125,5.0,TOP,XXL,Mustard
1126,3.0,TOP,XXXL,Mustard
1127,1.0,TOP,M,Pink
1128,1.0,TOP,S,Pink
1129,2.0,TOP,XL,Pink
1130,1.0,TOP,XS,Pink
1131,0.0,TOP,XXL,Pink
1132,2.0,TOP,XXXL,Pink
1133,44.0,DRESS,L,Green
1134,39.0,DRESS,M,Green
1135,58.0,DRESS,S,Green
1136,46.0,DRESS,XL,Green
1137,50.0,DRESS,XS,Green
1138,51.0,DRESS,XXL,Green
1139,42.0,DRESS,XXXL,Green
1140,1.0,DRESS,L,Light Green
1141,3.0,DRESS,M,Light Green
1142,8.0,DRESS,S,Light Green
1143,3.0,DRESS,XL,Light Green
1144,32.0,DRESS,XS,Light Green
1145,9.0,DRESS,XXL,Light Green
1146,5.0,DRESS,XXXL,Light Green
1147,35.0,KURTA SET,L,Purple
1148,58.0,KURTA SET,M,Purple
1149,39.0,KURTA SET,S,Purple
1150,40.0,KURTA SET,XL,Purple
1151,19.0,KURTA SET,XS,Purple
1152,8.0,KURTA SET,XXL,Purple
1153,36.0,KURTA SET,XXXL,Purple
1154,33.0,KURTA SET,L,Yellow
1155,44.0,KURTA SET,M,Yellow
1156,50.0,KURTA SET,S,Yellow
1157,43.0,KURTA SET,XL,Yellow
1158,61.0,KURTA SET,XS,Yellow
1159,44.0,KURTA SET,XXL,Yellow
1160,27.0,KURTA SET,XXXL,Yellow
1161,1.0,KURTA,L,Indigo
1162,0.0,KURTA,M,Indigo
1163,1.0,KURTA,S,Indigo
1164,1.0,KURTA,XL,Indigo
1165,3.0,KURTA,XS,Indigo
1166,3.0,KURTA,XXL,Indigo
1167,1.0,KURTA,XXXL,Indigo
1168,3.0,DRESS,L,OFF WHITE
1169,3.0,DRESS,M,OFF WHITE
1170,7.0,DRESS,S,OFF WHITE
1171,4.0,DRESS,XL,OFF WHITE
1172,6.0,DRESS,XS,OFF WHITE
1173,5.0,DRESS,XXL,OFF WHITE
1174,4.0,DRESS,XXXL,OFF WHITE
1175,4.0,DRESS,L,OFF WHITE
1176,4.0,DRESS,M,OFF WHITE
1177,2.0,DRESS,S,OFF WHITE
1178,1.0,DRESS,XL,OFF WHITE
1179,15.0,DRESS,XS,OFF WHITE
1180,7.0,DRESS,XXL,OFF WHITE
1181,3.0,DRESS,XXXL,OFF WHITE
1182,4.0,KURTA SET,L,Light Green
1183,4.0,KURTA SET,M,Light Green
1184,2.0,KURTA SET,S,Light Green
1185,2.0,KURTA SET,XL,Light Green
1186,4.0,KURTA SET,XS,Light Green
1187,3.0,KURTA SET,XXL,Light Green
1188,4.0,KURTA SET,XXXL,Light Green
1189,5.0,KURTA SET,L,Black
1190,6.0,KURTA SET,M,Black
1191,26.0,KURTA SET,S,Black
1192,2.0,KURTA SET,XL,Black
1193,125.0,KURTA SET,XS,Black
1194,6.0,KURTA SET,XXL,Black
1195,6.0,KURTA SET,XXXL,Black
1196,1.0,KURTA SET,L,Black
1197,2.0,KURTA SET,M,Black
1198,22.0,KURTA SET,S,Black
1199,2.0,KURTA SET,XL,Black
1200,63.0,KURTA SET,XS,Black
1201,2.0,KURTA SET,XXL,Black
1202,1.0,KURTA SET,XXXL,Black
1203,1.0,TOP,L,Green
1204,3.0,TOP,M,Green
1205,4.0,TOP,S,Green
1206,7.0,TOP,XL,Green
1207,2.0,TOP,XS,Green
1208,5.0,TOP,XXL,Green
1209,4.0,TOP,XXXL,Green
1210,4.0,TOP,L,Green
1211,4.0,TOP,M,Green
1212,3.0,TOP,S,Green
1213,1.0,TOP,XL,Green
1214,5.0,TOP,XS,Green
1215,1.0,TOP,XXL,Green
1216,5.0,TOP,XXXL,Green
1217,109.0,TOP,L,Blue
1218,79.0,TOP,M,Blue
1219,82.0,TOP,S,Blue
1220,68.0,TOP,XL,Blue
1221,54.0,TOP,XS,Blue
1222,29.0,TOP,XXL,Blue
1223,22.0,TOP,XXXL,Blue
1224,1.0,TOP,L,Pink
1225,2.0,TOP,M,Pink
1226,23.0,TOP,S,Pink
1227,2.0,TOP,XL,Pink
1228,38.0,TOP,XS,Pink
1229,0.0,TOP,XXL,Pink
1230,1.0,TOP,XXXL,Pink
1231,1.0,TOP,L,Red
1232,2.0,TOP,M,Red
1233,5.0,TOP,S,Red
1234,1.0,TOP,XL,Red
1235,8.0,TOP,XS,Red
1236,2.0,TOP,XXL,Red
1237,2.0,TOP,XXXL,Red
1238,1.0,TOP,L,Olive
1239,2.0,TOP,M,Olive
1240,0.0,TOP,S,Olive
1241,0.0,TOP,XL,Olive
1242,11.0,TOP,XS,Olive
1243,2.0,TOP,XXL,Olive
1244,3.0,TOP,XXXL,Olive
1245,31.0,TOP,L,White
1246,126.0,TOP,M,White
1247,49.0,TOP,S,White
1248,58.0,TOP,XL,White
1249,39.0,TOP,XS,White
1250,46.0,TOP,XXL,White
1251,48.0,TOP,XXXL,White
1252,78.0,TOP,L,Red
1253,138.0,TOP,M,Red
1254,41.0,TOP,S,Red
1255,73.0,TOP,XL,Red
1256,15.0,TOP,XS,Red
1257,88.0,TOP,XXL,Red
1258,61.0,TOP,XXXL,Red
1259,52.0,TOP,L,Mustard
1260,102.0,TOP,M,Mustard
1261,60.0,TOP,S,Mustard
1262,162.0,TOP,XL,Mustard
1263,34.0,TOP,XS,Mustard
1264,95.0,TOP,XXL,Mustard
1265,186.0,TOP,XXXL,Mustard
1266,0.0,TOP,L,Black
1267,2.0,TOP,M,Black
1268,0.0,TOP,S,Black
1269,1.0,TOP,XL,Black
1270,1.0,TOP,XS,Black
1271,3.0,TOP,XXL,Black
1272,3.0,TOP,XXXL,Black
1273,2.0,TOP,L,Black
1274,3.0,TOP,M,Black
1275,3.0,TOP,S,Black
1276,2.0,TOP,XL,Black
1277,4.0,TOP,XS,Black
1278,2.0,TOP,XXL,Black
1279,2.0,TOP,XXXL,Black
1280,4.0,TOP,L,White
1281,3.0,TOP,M,White
1282,4.0,TOP,S,White
1283,2.0,TOP,XL,White
1284,3.0,TOP,XS,White
1285,4.0,TOP,XXL,White
1286,4.0,TOP,XXXL,White
1287,2.0,TOP,L,White
1288,0.0,TOP,M,White
1289,2.0,TOP,S,White
1290,3.0,TOP,XL,White
1291,3.0,TOP,XS,White
1292,2.0,TOP,XXL,White
1293,2.0,TOP,XXXL,White
1294,50.0,TOP,L,Cream
1295,25.0,TOP,M,Cream
1296,16.0,TOP,S,Cream
1297,60.0,TOP,XL,Cream
1298,6.0,TOP,XS,Cream
1299,37.0,TOP,XXL,Cream
1300,76.0,TOP,XXXL,Cream
1301,14.0,KURTA SET,L,Blue
1302,10.0,KURTA SET,M,Blue
1303,58.0,KURTA SET,S,Blue
1304,4.0,KURTA SET,XL,Blue
1305,34.0,KURTA SET,XS,Blue
1306,13.0,KURTA SET,XXL,Blue
1307,3.0,KURTA SET,XXXL,Blue
1308,6.0,KURTA SET,L,Multicolor
1309,29.0,KURTA SET,M,Multicolor
1310,8.0,KURTA SET,S,Multicolor
1311,8.0,KURTA SET,XL,Multicolor
1312,22.0,KURTA SET,XS,Multicolor
1313,33.0,KURTA SET,XXL,Multicolor
1314,26.0,KURTA SET,XXXL,Multicolor
1315,1.0,KURTA SET,L,Pink
1316,0.0,KURTA SET,M,Pink
1317,0.0,KURTA SET,S,Pink
1318,1.0,KURTA SET,XL,Pink
1319,4.0,KURTA SET,XS,Pink
1320,0.0,KURTA SET,XXL,Pink
1321,0.0,KURTA SET,XXXL,Pink
1322,1.0,KURTA SET,L,Green
1323,2.0,KURTA SET,M,Green
1324,4.0,KURTA SET,S,Green
1325,2.0,KURTA SET,XL,Green
1326,5.0,KURTA SET,XS,Green
1327,3.0,KURTA SET,XXL,Green
1328,3.0,KURTA SET,XXXL,Green
1329,3.0,KURTA,L,Teal
1330,3.0,KURTA,M,Teal
1331,3.0,KURTA,S,Teal
1332,2.0,KURTA,XL,Teal
1333,3.0,KURTA,XS,Teal
1334,4.0,KURTA,XXL,Teal
1335,4.0,KURTA,XXXL,Teal
1336,2.0,KURTA,L,Orange
1337,1.0,KURTA,M,Orange
1338,1.0,KURTA,S,Orange
1339,1.0,KURTA,XL,Orange
1340,6.0,KURTA,XS,Orange
1341,3.0,KURTA,XXL,Orange
1342,3.0,KURTA,XXXL,Orange
1343,2.0,KURTA,L,Maroon
1344,3.0,KURTA,M,Maroon
1345,3.0,KURTA,S,Maroon
1346,2.0,KURTA,XL,Maroon
1347,3.0,KURTA,XS,Maroon
1348,2.0,KURTA,XXL,Maroon
1349,3.0,KURTA,XXXL,Maroon
1350,2.0,KURTA SET,L,Cream
1351,2.0,KURTA SET,M,Cream
1352,4.0,KURTA SET,S,Cream
1353,3.0,KURTA SET,XL,Cream
1354,8.0,KURTA SET,XS,Cream
1355,3.0,KURTA SET,XXL,Cream
1356,3.0,KURTA SET,XXXL,Cream
1357,4.0,KURTA SET,L,Green
1358,4.0,KURTA SET,M,Green
1359,2.0,KURTA SET,S,Green
1360,4.0,KURTA SET,XL,Green
1361,2.0,KURTA SET,XS,Green
1362,4.0,KURTA SET,XXL,Green
1363,3.0,KURTA SET,XXXL,Green
1364,20.0,KURTA,L,Black
1365,8.0,KURTA,M,Black
1366,49.0,KURTA,S,Black
1367,7.0,KURTA,XL,Black
1368,38.0,KURTA,XS,Black
1369,40.0,KURTA,XXL,Black
1370,48.0,KURTA,XXXL,Black
1371,3.0,KURTA SET,L,White
1372,11.0,KURTA SET,M,White
1373,24.0,KURTA SET,S,White
1374,5.0,KURTA SET,XL,White
1375,38.0,KURTA SET,XS,White
1376,9.0,KURTA SET,XXL,White
1377,12.0,KURTA SET,XXXL,White
1378,2.0,KURTA,L,Red
1379,3.0,KURTA,M,Red
1380,2.0,KURTA,S,Red
1381,0.0,KURTA,XL,Red
1382,5.0,KURTA,XS,Red
1383,2.0,KURTA,XXL,Red
1384,0.0,KURTA,XXXL,Red
1385,6.0,KURTA,L,Navy Blue
1386,4.0,KURTA,M,Navy Blue
1387,6.0,KURTA,S,Navy Blue
1388,6.0,KURTA,XL,Navy Blue
1389,8.0,KURTA,XS,Navy Blue
1390,3.0,KURTA,XXL,Navy Blue
1391,4.0,KURTA,XXXL,Navy Blue
1392,2.0,KURTA SET,L,White
1393,0.0,KURTA SET,M,White
1394,3.0,KURTA SET,S,White
1395,2.0,KURTA SET,XL,White
1396,3.0,KURTA SET,XS,White
1397,4.0,KURTA SET,XXL,White
1398,2.0,KURTA SET,XXXL,White
1399,1.0,KURTA,L,Blue
1400,1.0,KURTA,M,Blue
1401,2.0,KURTA,S,Blue
1402,1.0,KURTA,XL,Blue
1403,3.0,KURTA,XS,Blue
1404,1.0,KURTA,XXL,Blue
1405,2.0,KURTA,XXXL,Blue
1406,2.0,KURTA,L,Orange
1407,7.0,KURTA,M,Orange
1408,11.0,KURTA,S,Orange
1409,5.0,KURTA,XL,Orange
1410,32.0,KURTA,XS,Orange
1411,0.0,KURTA,XXL,Orange
1412,2.0,KURTA,XXXL,Orange
1413,2.0,KURTA SET,L,Green
1414,2.0,KURTA SET,M,Green
1415,2.0,KURTA SET,S,Green
1416,0.0,KURTA SET,XL,Green
1417,3.0,KURTA SET,XS,Green
1418,2.0,KURTA SET,XXL,Green
1419,0.0,KURTA SET,XXXL,Green
1420,0.0,KURTA SET,L,Red
1421,1.0,KURTA SET,M,Red
1422,1.0,KURTA SET,S,Red
1423,0.0,KURTA SET,XL,Red
1424,4.0,KURTA SET,XS,Red
1425,0.0,KURTA SET,XXL,Red
